id,tower,code,path,tier,upgrade,medium_increment,medium_bare_path_total,cost_kind,historical_wiki_xp,role,effect,cost_source_url,effect_source_url,model_reference_url
mortar_monkey_004,Mortar Monkey,004,bottom,4,Shattering Shells,9500,11800,fixed_upgrade_price,,status,Removes eligible special properties and improves burn damage against MOAB-class targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-004.json
mortar_monkey_005,Mortar Monkey,005,bottom,5,Blooncineration,40000,51800,fixed_upgrade_price,,status,Upgrades the anti-MOAB burn attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-005.json
dartling_gunner_100,Dartling Gunner,100,top,1,Focused Firing,300,1150,fixed_upgrade_price,,rapid_fire,Reduces firing spread.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-100.json
dartling_gunner_200,Dartling Gunner,200,top,2,Laser Shock,900,2050,fixed_upgrade_price,,rapid_fire,Adds delayed damage after a hit.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-200.json
dartling_gunner_300,Dartling Gunner,300,top,3,Laser Cannon,3000,5050,fixed_upgrade_price,,rapid_fire,Uses stronger laser projectiles with Frozen popping and bonus MOAB damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-300.json
dartling_gunner_400,Dartling Gunner,400,top,4,Plasma Accelerator,11750,16800,fixed_upgrade_price,,rapid_fire,Focuses a damaging beam at the selected point.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-400.json
dartling_gunner_500,Dartling Gunner,500,top,5,Ray of Doom,75000,91800,fixed_upgrade_price,,rapid_fire,Creates a continuous damaging beam across the firing line.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-500.json
dartling_gunner_010,Dartling Gunner,010,middle,1,Advanced Targeting,250,1100,fixed_upgrade_price,,rapid_fire,Adds Camo detection.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-010.json
dartling_gunner_020,Dartling Gunner,020,middle,2,Faster Barrel Spin,950,2050,fixed_upgrade_price,,rapid_fire,Increases firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-020.json
dartling_gunner_030,Dartling Gunner,030,middle,3,Hydra Rocket Pods,4500,6550,fixed_upgrade_price,,splash,Uses rockets with repeated explosions and broad damage-type coverage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-030.json
dartling_gunner_040,Dartling Gunner,040,middle,4,Rocket Storm,5000,11550,fixed_upgrade_price,,splash,Adds an activated rocket barrage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-040.json
dartling_gunner_050,Dartling Gunner,050,middle,5,M.A.D,65000,76550,fixed_upgrade_price,,tank_killer,Uses slower missiles with very high MOAB-class damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-050.json
dartling_gunner_001,Dartling Gunner,001,bottom,1,Faster Swivel,150,1000,fixed_upgrade_price,,rapid_fire,Increases aiming rotation speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-001.json
dartling_gunner_002,Dartling Gunner,002,bottom,2,Powerful Darts,1200,2200,fixed_upgrade_price,,rapid_fire,Improves dart speed and pierce and allows Frozen popping.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-002.json
dartling_gunner_003,Dartling Gunner,003,bottom,3,Buckshot,3000,5200,fixed_upgrade_price,,rapid_fire,Uses a spread of damaging pellets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-003.json
dartling_gunner_004,Dartling Gunner,004,bottom,4,Bloon Area Denial System,12000,17200,fixed_upgrade_price,,rapid_fire,Adds four barrels and an automatic targeting mode.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-004.json
dartling_gunner_005,Dartling Gunner,005,bottom,5,Bloon Exclusion Zone,58000,75200,fixed_upgrade_price,,rapid_fire,Adds six barrels and much higher damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/DartlingGunner/DartlingGunner-005.json
wizard_monkey_100,Wizard Monkey,100,top,1,Guided Magic,175,425,fixed_upgrade_price,,basic_dps,"Magic projectiles seek targets, travel farther, and can pass through obstacles.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-100.json
wizard_monkey_200,Wizard Monkey,200,top,2,Arcane Blast,450,875,fixed_upgrade_price,,basic_dps,Raises the damage of the basic magic attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-200.json
wizard_monkey_300,Wizard Monkey,300,top,3,Arcane Mastery,1450,2325,fixed_upgrade_price,,basic_dps,"Improves magic attack speed, range, damage, and pierce.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-300.json
wizard_monkey_400,Wizard Monkey,400,top,4,Arcane Spike,10000,12325,fixed_upgrade_price,,tank_killer,Adds a faster magic attack with high MOAB-class damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-400.json
wizard_monkey_500,Wizard Monkey,500,top,5,Archmage,32000,44325,fixed_upgrade_price,,tank_killer,"Further increases magic damage and firing speed, especially against MOAB-class targets.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-500.json
wizard_monkey_010,Wizard Monkey,010,middle,1,Fireball,300,550,fixed_upgrade_price,,basic_dps,Adds a separate explosive fireball attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-010.json
wizard_monkey_020,Wizard Monkey,020,middle,2,Wall of Fire,800,1350,fixed_upgrade_price,,basic_dps,Periodically creates a damaging fire zone on the track.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-020.json
wizard_monkey_030,Wizard Monkey,030,middle,3,Dragon's Breath,3300,4650,fixed_upgrade_price,,splash,Adds a sustained flame attack and improves other fire attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-030.json
wizard_monkey_040,Wizard Monkey,040,middle,4,Summon Phoenix,6000,10650,fixed_upgrade_price,,summoner,Adds an ability that temporarily summons a flying Phoenix.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-040.json
wizard_monkey_050,Wizard Monkey,050,middle,5,Wizard Lord Phoenix,50000,60650,fixed_upgrade_price,,summoner,Upgrades the Phoenix ability and the Wizard's fire attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-050.json
wizard_monkey_001,Wizard Monkey,001,bottom,1,Intense Magic,300,550,fixed_upgrade_price,,basic_dps,Increases magic projectile speed and pierce.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-001.json
wizard_monkey_002,Wizard Monkey,002,bottom,2,Monkey Sense,300,850,fixed_upgrade_price,,basic_dps,Adds Camo detection and increases range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-002.json
wizard_monkey_003,Wizard Monkey,003,bottom,3,Shimmer,1500,2350,fixed_upgrade_price,,support,Periodically removes Camo from nearby targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-003.json
wizard_monkey_004,Wizard Monkey,004,bottom,4,Necromancer: Unpopped Army,2800,5150,fixed_upgrade_price,,summoner,Uses recent pops to summon friendly Bloons that travel along the track and damage enemies.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-004.json
wizard_monkey_005,Wizard Monkey,005,bottom,5,Prince of Darkness,26500,31650,fixed_upgrade_price,,summoner,Strengthens summoned Bloons and improves nearby Necromancers.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/WizardMonkey/WizardMonkey-005.json
super_monkey_100,Super Monkey,100,top,1,Laser Blasts,2000,4500,fixed_upgrade_price,,rapid_fire,Replaces darts with laser attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-100.json
super_monkey_200,Super Monkey,200,top,2,Plasma Blasts,2500,7000,fixed_upgrade_price,,rapid_fire,Replaces lasers with stronger plasma attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-200.json
super_monkey_300,Super Monkey,300,top,3,Sun Avatar,20000,27000,fixed_upgrade_price,,rapid_fire,Fires several streams of high-volume energy projectiles.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-300.json
super_monkey_400,Super Monkey,400,top,4,Sun Temple,100000,127000,fixed_upgrade_price,,rapid_fire,Consumes nearby towers when purchased; its additional attacks and support depend on sacrifices.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-400.json
super_monkey_500,Super Monkey,500,top,5,True Sun God,500000,627000,fixed_upgrade_price,,rapid_fire,Adds another sacrifice stage and much stronger attacks; total cost depends on the sacrificed towers.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-500.json
super_monkey_010,Super Monkey,010,middle,1,Super Range,1500,4000,fixed_upgrade_price,,rapid_fire,Increases attack range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-010.json
super_monkey_020,Super Monkey,020,middle,2,Epic Range,1900,5900,fixed_upgrade_price,,rapid_fire,Further increases attack range.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-020.json
super_monkey_030,Super Monkey,030,middle,3,Robo Monkey,7500,13400,fixed_upgrade_price,,rapid_fire,Adds a second independently targeted gun and periodic critical hits.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-030.json
super_monkey_040,Super Monkey,040,middle,4,Tech Terror,25000,38400,fixed_upgrade_price,,splash,Improves the dual weapons and adds an area-damage Annihilation ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-040.json
super_monkey_050,Super Monkey,050,middle,5,The Anti-Bloon,70000,108400,fixed_upgrade_price,,splash,Greatly increases regular attacks and the Annihilation ability's damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-050.json
super_monkey_001,Super Monkey,001,bottom,1,Knockback,3000,5500,fixed_upgrade_price,,rapid_fire,Adds a movement-reduction effect to attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-001.json
super_monkey_002,Super Monkey,002,bottom,2,Ultravision,1200,6700,fixed_upgrade_price,,rapid_fire,"Adds range, Camo detection, and bonus damage against Camo targets.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-002.json
super_monkey_003,Super Monkey,003,bottom,3,Dark Knight,5600,12300,fixed_upgrade_price,,tank_killer,Adds anti-MOAB damage and a short-range Darkshift teleport ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-003.json
super_monkey_004,Super Monkey,004,bottom,4,Dark Champion,55555,67855,fixed_upgrade_price,,tank_killer,Improves damage and gives Darkshift map-wide relocation.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-004.json
super_monkey_005,Super Monkey,005,bottom,5,Legend of the Night,165650,233505,fixed_upgrade_price,,tank_killer,Adds powerful attacks and an automatic emergency black hole that can absorb leaking Bloons.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/SuperMonkey/SuperMonkey-005.json
ninja_monkey_100,Ninja Monkey,100,top,1,Ninja Discipline,350,750,fixed_upgrade_price,,basic_dps,Increases shuriken firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-100.json
ninja_monkey_200,Ninja Monkey,200,top,2,Sharp Shurikens,350,1100,fixed_upgrade_price,,basic_dps,Increases shuriken pierce.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-200.json
ninja_monkey_300,Ninja Monkey,300,top,3,Double Shot,900,2000,fixed_upgrade_price,,rapid_fire,Throws two shurikens per attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-300.json
ninja_monkey_400,Ninja Monkey,400,top,4,Bloonjitsu,2750,4750,fixed_upgrade_price,,rapid_fire,Throws five shurikens per attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-400.json
ninja_monkey_500,Ninja Monkey,500,top,5,Grandmaster Ninja,35000,39750,fixed_upgrade_price,,rapid_fire,Throws eight shurikens at a much faster rate.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-500.json
ninja_monkey_010,Ninja Monkey,010,middle,1,Distraction,250,650,fixed_upgrade_price,,basic_dps,Attacks can send ordinary Bloons backward.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-010.json
ninja_monkey_020,Ninja Monkey,020,middle,2,Counter-Espionage,400,1050,fixed_upgrade_price,,basic_dps,Hits remove Camo from targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-020.json
ninja_monkey_030,Ninja Monkey,030,middle,3,Shinobi Tactics,1200,2250,fixed_upgrade_price,,support,Buffs nearby Ninjas' attack speed and pierce; multiple Shinobi buffs can stack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-030.json
ninja_monkey_040,Ninja Monkey,040,middle,4,Bloon Sabotage,5200,7450,fixed_upgrade_price,,slow,Adds a temporary map-wide slowing ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-040.json
ninja_monkey_050,Ninja Monkey,050,middle,5,Grand Saboteur,22000,29450,fixed_upgrade_price,,slow,"Extends sabotage, damages newly entering MOAB-class targets during its effect, and improves Shinobi support.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-050.json
ninja_monkey_001,Ninja Monkey,001,bottom,1,Seeking Shuriken,300,700,fixed_upgrade_price,,basic_dps,Adds homing and range to shurikens.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-001.json
ninja_monkey_002,Ninja Monkey,002,bottom,2,Caltrops,450,1150,fixed_upgrade_price,,basic_dps,Drops damaging caltrops onto the nearby track.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-002.json
ninja_monkey_003,Ninja Monkey,003,bottom,3,Flash Bomb,2250,3400,fixed_upgrade_price,,status,Adds a stunning bomb attack and improves damage against stunned targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-003.json
ninja_monkey_004,Ninja Monkey,004,bottom,4,Sticky Bomb,5000,8400,fixed_upgrade_price,,tank_killer,Attaches delayed-explosion bombs to MOAB-class targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-004.json
ninja_monkey_005,Ninja Monkey,005,bottom,5,Master Bomber,40000,48400,fixed_upgrade_price,,tank_killer,Greatly strengthens the anti-MOAB bomb attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/NinjaMonkey/NinjaMonkey-005.json
alchemist_100,Alchemist,100,top,1,Larger Potions,250,800,fixed_upgrade_price,,status,Increases potion splash coverage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Alchemist/Alchemist-100.json
alchemist_200,Alchemist,200,top,2,Acidic Mixture Dip,350,1150,fixed_upgrade_price,,status,Temporarily lets a nearby tower damage Lead and deal bonus Ceramic and MOAB-class damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/Alchemist/Alchemist-200.json
